symbol,Revenue,Revenue Growth,Preferred Dividends,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,EBITDA,EBIT,Total assets,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Investment purchases and sales,Issuance (buybacks) of shares,priceToSalesRatio,priceEarningsRatio,priceToOperatingCashFlowsRatio,priceFairValue,netProfitMargin,returnOnEquity,nIperEBT,eBTperEBIT,fixedAssetTurnover,currentRatio,debtRatio,totalDebtToCapitalization,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,capitalExpenditureCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Market Cap,PE ratio,POCF ratio,PFCF ratio,PTB ratio,Enterprise Value over EBITDA,EV to Free cash flow,Earnings Yield,Net Debt to EBITDA,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,R&D to Revenue,Receivables Turnover,Gross Profit Growth,EPS Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,10Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),Receivables growth,sector
KERNW,12573276.0,0.151421571029,0.0,0.0,0.506117260131727,-1.17539478175775,-1.37369536786,-14778563.0,-17271851.0,0.0,-24155828.0,58529619.0,-41101091.0,31870154.0,0.0,8769124.0,-0.263973485248,-0.0919921818114,0.0,0,-0.39322908027,-0.297286400248,0.328169374513,-0.058009684486,0.0123467592203,0.357843137255,0.961863121305,0,0.58562207724,-0.356589671897,-0.264279114146,0.179897674348,1.0601223654349519,-1.3097864523838192,-1.2097298092142028,-1.2097298092142028,6878922.96,-0.442820277263058,-0.47944590236785783,-0.47944590236785783,0.2158421625449315,0.33874586047371447,0.3489196030123953,-2.2582525041100334,0.8042121551330803,,0.9236084302234823,,0.0,0.28061381934191215,6.75425536143847,0.5471066538267353,-0.442820277263058,-0.47944590236785783,0.2158421625449315,-1.235504971019486,-0.4874261040596164,0.9501461427363784,0.9465937958820974,95.90965330485525,Industrials
KEYS,4221000000.0,-0.0190564722287,,,0.600094764273869,0.25846955697702,,1091000000.0,,,-411000000.0,7218000000.0,2536000000.0,3297000000.0,0.0,0.0,-0.000394632991318,0.012084592145,-0.020942408377,0,0.0180360721443,0.428421368547,0.373845405931,-0.0928143712575,22.572192513368982,3.3529411764705883,5.433155080213904,4.807486631016043,2.2447480187E10,35.80140380701754,22.093976562007875,24.969388417130144,6.808456228996056,20.605389722273145,25.006095869855393,0.027931865615950704,0.03024747937671861,0.0,1.620414673046252,,-0.0,0.2598910210850509,6.965346534653466,5.318047900260602,35.80140380701754,22.093976562007875,6.808456228996056,0.14854299928926795,0.19017288444040037,0.823915900131406,,5.4324324324324325,3.1211840888066607,0.5432252701579385,,9.716577540106952,-0.0,0.24070125562662875,-8.683760683760683,,Technology
LBRDA,48097.0,,,,0.001,0.000491340416242177,,23632.0,,,-596679000.0,21371124.0,3165504.0,13502659.0,17006475.0,2459736.0,0,-1.0,0.000339198179272,0,1.54883795224,-1.0,-0.998713509054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communication Services
LPL,24230124000000.0,,,,0.109061348592356,0.169447172453595,,4105726000000.0,,,0.0,35071523000000.0,7524297000000.0,11401043000000.0,0.0,0.0,0,0,0.0,0,0,-1.00008512657,0,0.391862603358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
MCHP,5274200000.0,-0.0140760818768,0.0,1.36651053864,0.614709339805089,0.31999165750256,0.122691593038,1687700000.0,647100000.0,2700000.0,0.0,17426100000.0,3432400000.0,5585500000.0,0.0,0.0,0.106028042166,0.582781456954,0.0252100840336,0.00506167203632,-0.0782182947218,1.02124003119,0.552585613558,0.0606404724052,22.077019673503557,2.3884470489744665,6.4621180410213475,6.1791544579321895,2.09586977167E10,36.73098092656852,13.5760446409509,14.197735887210406,3.7523404738519384,17.799311321147123,20.349476843720364,0.0272249739803892,5.380814125733246,1.3012266237683492,2.705573080967403,0.01670428214254164,0.613564668769716,0.12828485836714573,5.646895074946467,3.9738155012513747,36.73098092656852,13.5760446409509,3.7523404738519384,0.10818702362443593,0.10215737176618028,3.793882978723404,0.23242157317261627,5.29750903977501,1.3540979601807743,0.6794750403130936,0.6293063971276306,1.6868982838007534,0.613564668769716,0.2927078988282583,-22.837278106508876,0.613564668769716,Technology
MESA,545070000.0,-0.246471659222,,,0.0891243326545214,0.29805896490359,,162463000.0,,,-586000.0,1501930000.0,215087000.0,457859000.0,0.0,0.0,-0.731909891614,-0.430656934307,0.00695870408396,0,0.151546718004,-0.0609542136191,0.257981096229,-0.40589254766,15.468683486108352,0.7794080086272952,4.956778386355252,4.199988648295825,1.1134892E8,4.0543591610836005,0.637510849526514,0.7523829859116862,0.2431947826732684,4.577521774188584,5.025020575019426,0.24664810399597947,3.8921415953170877,0.0,6.3596708418293035,,-0.0,0.09585190892912837,39.751312718786465,0.204283706679876,4.0543591610836005,0.637510849526514,0.2431947826732684,0.05038618892986222,0.05998353204807594,0.7423705906203542,,0.40750916777876217,0.44036102636092445,0.6951529032644664,0.6151096644790653,2.8207565910832364,-0.0,0.3204395765681472,-6.549743128210897,,Industrials
MPX,239825000.0,-0.179063860668,,,0.223517147920359,0.109725841759616,,26315000.0,,,-2490000.0,119422000.0,83079000.0,84519000.0,84662000.0,0.0,-0.180276477964,-0.31221907683,-0.00390475910866,-0.311443769255,-0.119202759678,4.38127148295,0.247031526472,-0.373702422145,7.0686453666588065,0.5730959679320915,0.8805116717755247,0.8186453666588069,5.52347873928E8,28.407111393128982,18.48925065033139,19.88651211261926,6.535191778511341,19.790038910431313,18.749770438451844,0.03520245287037092,-1.199809994299829,,1.5364122608516766,0.0245316414520431,0.6968730713844888,0.12193891379130616,50.96153846153846,2.3031288394787865,28.407111393128982,18.48925065033139,6.535191778511341,0.08107578442614406,0.230054780581881,0.7950605168465816,,16.05469272995046,3.7178469208752656,0.292266081626501,,0.9305883046451309,0.6968730713844888,0.12456582925049516,-14.232491662696523,0.6968730713844887,Consumer Cyclical
NATI,1286671000.0,-0.0491747431118,,,0.711564961050649,0.0985963000642744,,126861000.0,,,-48713000.0,1884488000.0,211101000.0,1224871000.0,140317000.0,0.0,-0.0991553874552,-0.113314898351,-0.0124459445206,0.0406254807911,-0.194460907734,0.174862308618,0.0793803915405,0.0723142820406,9.768079743702646,1.09062267502771,1.3723371950015943,0.9536751643613064,5.453291063444E9,37.95996814292178,30.167514333058577,43.41100989845566,4.452135011314661,41.69993192111051,42.11188555519822,0.026343541602430597,-1.2864158409597906,0.0,1.2583061277051908,0.025039008263345045,0.9504799560069331,0.10092945282826768,4.821358044583672,4.238294842616333,37.95996814292178,30.167514333058577,4.452135011314661,0.11165169650983041,0.11728500389020557,0.7227689397369719,,3.9949669795356955,2.2247054479364987,0.3500245159427919,0.0734060716828037,2.43053552178072,0.9504799560069331,0.14049201388699986,-3.2779117631058807,0.9504799560069331,Technology
NRIM,133993000.0,0.316392895037,,,1.0,0.472979931787481,,63376000.0,,,-9976000.0,2121798000.0,173498000.0,221575000.0,2081010000.0,1900223000.0,0,0.591671445779,-0.0710536353981,0.116092872825,43.4019488429,1.97475933789,0.264907377651,-0.142838292538,19.97325233110466,4.902348052998067,-5.433902819386753,-5.920589951259737,2.15480931931378E8,6.551962172566833,-5.911036701908652,-5.42513487075148,0.972496590009604,,-3.1381185813182104,0.15262603379900688,,0.0,-1.1084286061785453,0.041043074766432035,0.268912673315495,0.522661631577769,5.156750307881773,1.6081506640748247,6.551962172566833,-5.911036701908652,0.972496590009604,0.24544565760897957,0.14842829741622476,0.774801517186138,,2.6511218392623954,,0.8955720572834925,,54.19861187588152,0.268912673315495,-0.2720589881560977,11.165084226646249,0.268912673315495,Financial Services
PGEN,103178000.0,0.137298560437,,,0.461968636724883,-0.660673787047626,,-68167000.0,,,0.0,314587000.0,-1823390000.0,67174000.0,10956000.0,0.0,0.625626683947,0.511961722488,0.156266955906,0,-0.433364967961,-0.936447169795,-0.915244646144,-0.221175842611,0.6175899627032,-1.0206832661043281,-0.4610226648836299,-0.5060768397006159,1.4200570815E9,-8.327754830783304,-18.43727141299126,-16.795868400198703,21.139980967338552,-22.59373423357343,-18.216244991011024,-0.12008038424756802,-1.7617028767585488,0.0,0.451680438186499,,0.0,0.8887941227781117,5.051059871738386,13.76317704840179,-8.327754830783304,-18.43727141299126,21.139980967338552,-1.652687588439396,-2.538497037544288,1.6419142073082664,,2.376880370430095,3.535689700192276,0.7864692438021914,0.719003078776521,0.5992678118974614,0.0,-0.7464866541316948,10.232629201541119,,Healthcare
PLOW,480154000.0,-0.160144129016,,,0.267164284791963,0.132588711121848,,63663000.0,,,0.0,579202000.0,47712000.0,200204000.0,31770000.0,0.0,-0.240123921169,-2.78388470021,0.00294252872757,0.0259728802034,-0.309589111985,-43.8327070341,-0.229610211112,-0.0532143710667,21.006448792619405,-3.7866417073430347,2.3347304120488994,1.7008016246076718,9.32584222742543E8,-10.774718643403961,17.4752505854391,23.98868769272927,4.658169780536568,17.74808323111608,29.064106974548384,-0.09280984804296281,3.099319856117368,0.0,-0.6165701939851883,0.027800170073386872,-0.2995390107795224,0.13457557367011416,5.771428571428571,1.9422606554200175,-10.774718643403961,17.4752505854391,4.658169780536568,-0.18026091628935717,-0.43232402948992027,0.8757854475912941,,5.598745350450671,3.2804730689061414,0.6543451162116153,0.543482325685333,1.7950378294488316,-0.2995390107795224,0.11114350812447674,-3.682953761214631,-0.2995390107795224,Consumer Cyclical
PRFT,612133000.0,0.0824116266774,,,0.378038759550621,0.158029382503476,,96735000.0,,,-19573000.0,785761000.0,219641000.0,394078000.0,55850000.0,0.0,0.0951001826666,-0.194915254237,-0.0146861954533,0,0.51298659655,2.93729282399,0.117890471065,0.0307238340123,19.253703645456547,0.9492970150662096,3.710250684112855,3.4985374138961407,1.736215761793E9,57.526780484178786,14.718682280374702,15.609380303634843,4.405766781685351,18.998674334966662,16.52299995318667,0.017383208161197608,1.0505091228614256,0.0,3.908419204135052,,-0.0,0.220009377047145,4.59956418830071,2.836337465539352,57.526780484178786,14.718682280374702,4.405766781685351,0.0493046445788742,0.07658636107572613,0.7483696595501996,,12.13562379810075,1.757526381129733,0.4984759996996542,0.3192676493298532,2.617054068505646,-0.0,0.1927032197251251,-17.524884861090477,,Technology
QURE,37514000.0,4.15231424255,,,0.0,-3.05960441435198,,-114778000.0,,,0.0,340395000.0,-784731000.0,243905000.0,45253000.0,0.0,0,0.096463022508,0.111674410523,0,0.366259981355,0,0.656380268036,5.9883843717,0.843648901816013,-2.8116532574677513,-3.0321345133563313,-3.245419318624313,1.5745539846499999E9,-12.594013826545302,-11.67824179436022,-10.91076268536227,6.455603553227691,-11.903753198783738,-9.467604805213703,-0.07940280309143607,1.8145027792782589,0.0,1.0784169439467621,,0.0,1.1350429173108707,5.668479903294046,41.97243654768886,-12.594013826545302,-11.67824179436022,6.455603553227691,-3.3327291144639335,-0.5125930177733133,0.8839179033250143,,0.6422090594720443,9.472122631155338,0.283464798249093,0.13068659737963872,5.508253260638687,0.0,-3.5940715466225943,14.216364403205398,,Healthcare
SMID,43862000.0,-0.0605898353002,,,0.251744106515891,0.14069125894852,,6171000.0,,,0.0,46499000.0,17294000.0,23649000.0,4556000.0,0.0,0.10763366436,0.360387953037,0.00718865358461,-0.00457196520364,0.904120040692,0.00291338314225,0.33689085591,-0.21722985518,8.461033950617283,0.5140817901234568,1.4442515432098766,0.9375,5.707584E7,21.416825515947465,7.623325764658741,11.744,2.4134568057845995,9.064955436720142,11.510255144032921,0.046692260683329406,-0.18408685788364934,0.0,2.8093808630393995,0.0049407945638645,0.10581613508442776,0.11374310336965938,4.161480075901328,1.3012594044959191,21.416825515947465,7.623325764658741,2.4134568057845995,0.06075874333135744,0.11268975432365005,0.702795358649789,,2.3579185033867325,2.622584269662921,0.4914084173853201,0.24388528311538832,1.9274691358024691,0.10581613508442776,0.17069445077743833,-2.8500190331176247,0.10581613508442776,Basic Materials
SNCR,291670000.0,-0.0553167783539,,,0.582346487468715,0.0175369424349436,,5115000.0,,,0.0,482255000.0,-345771000.0,280923000.0,46792000.0,0.0,0.0726970734233,0.921730008168,0.0308645009092,-1.0,-1.01730964,-3.10537560079,-0.354746582122,-0.273507128433,7.167395684867548,-0.2629871725561508,-0.013859537032486362,-0.45495650464441934,2.0509776E8,-19.16443281629602,-363.64851063829786,-11.0779820676245,0.7300853258722141,35.4695522971652,-9.799436102408988,-0.052179994554791824,-4.627761485826002,0.0,0.05270042982620071,,0.0,0.3061405012514143,6.09563418253255,0.7031842836081873,-19.16443281629602,-363.64851063829786,0.7300853258722141,-0.03669215208969041,-0.03809584832854555,0.2856456520578658,,6.303652474605576,0.9700047953964195,0.4174803786378576,,0.82741927556888,0.0,-0.001933692186375013,0.031420612813370476,,Technology
SNOW,264748000.0,0.0,,,0.5597436052397,-1.33925846465318,,-354566000.0,,264748000.0,1.73879130201,,,0.5597436052397,-1.33925846465318,,-354566000.0,,,0.0,,0.0,1012720000.0,-700319000.0,-544757000.0,347526000.0,0.0,1012720000.0,-700319000.0,-544757000.0,0.0,0.0,0.0,-3.95705521472,-0.79875615266,0,0,0.93136884633,7.6631543114,0.0,2.29951239062,-0.962351740112,0.0,0,0.226250503535,0.957753836475,0.743406503727,1.83241528433,,,,,,,,,,,,,Technology
SYX,1029000000.0,0.086703981413,,,0.346841593780369,0.0857142857142857,,88200000.0,,,-7200000.0,374900000.0,-66000000.0,106800000.0,88000000.0,0.0,0.0957936751612,0.351937984496,-0.0185676392573,-0.479683238284,-0.00292397660819,0.536812994518,-0.495750708215,0.159863945578,27.44,1.744,1.8186666666666667,1.7466666666666666,1.441125E9,22.035550458715598,21.130865102639298,22.001908396946565,13.4936797752809,16.08531746031746,21.659923664122136,0.04538121259432735,-0.25396825396825395,0.0,1.0428134556574924,0.09319108335501777,2.0535168195718656,0.0,10.058651026392962,1.4005102040816326,22.035550458715598,21.130865102639298,13.4936797752809,0.06355685131195335,0.6123595505617978,0.7785714285714286,,10.958466453674122,1.4152360515021458,0.7151240330754868,,0.5973333333333334,2.0535168195718656,0.0662779397473275,-25.25925925925926,2.0535168195718656,Industrials
TA,4846037000.0,,,,0.290892331197636,0.0285934671980424,,138565000.0,,,0.0,3443860.0,0.0,640566.0,1822413.0,1763166.0,-0.0741598197808,-1.83289336032,-0.0184651854766,0,1.9637066948,-0.818279234936,-0.998852299088,-0.999455728086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumer Cyclical
TCBIL,1056912000.0,,,,1.0,0.157885424708963,,166871000.0,,,0.0,3085366000.0,1693504000.0,2861824000.0,3010227000.0,223542000.0,-0.225882435663,-0.788956698987,-0.0251397228001,0.0279036692035,-11.9871851433,0.289019372904,0.343429446223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDA,5225000000.0,,,,0.549473684210526,0.223540669856459,,1168000000.0,,,-14000000.0,12525.0,2802.0,4804.0,4767.0,6563.0,977.620666382,0,0,0,0,0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communication Services
TGI,2900117000.0,-0.138134522858,0.0,159.979403493,0.20437934055764,0.115579819710722,0.0199671254642,335195000.0,57907000.0,0.0,-1442000.0,2980333000.0,-830501000.0,-781264000.0,0.0,0.0,0.347069384787,0.910355486862,0.0160167411163,-0.00255220238123,-1.55421396629,-1.27059229237,-1.90119396205,-0.137596625239,57.43488335247752,-0.5570166752485444,1.9144056719610252,1.1255198637461876,3.5547776E8,-12.638759866315866,3.677381499182753,6.254887387387387,-0.45500337913944583,5.004614507972971,29.51720439189189,-0.07912168682507732,3.944104178164949,0.4741461896846777,-3.4368911327597242,0.022724347087142667,-0.28720756595321056,0.08879952084691756,4.802281488448495,0.12257359272056956,-12.638759866315866,3.677381499182753,-0.45500337913944583,-0.009698229416261481,0.036000634868623156,1.2596739519885345,-0.38558378089004786,6.935739379778592,1.580994438893124,1.2621398347097454,1.761285582459515,9.614271002495347,-0.28720756595321056,0.0333317586842186,-2.4267208917005574,-0.28720756595321056,Industrials
TREE,909990000.0,-0.177672570922,,,0.940115825448631,0.0510719898020857,,46475000.0,,,0.0,1188990000.0,0.0,364761000.0,701698000.0,100612000.0,-0.176000554794,-3.35219220641,-0.110267460155,0,-0.226655271368,1.04781305069,0.138280471944,-0.208358666631,69.96155916045207,-3.2695471669101255,8.556854001691397,8.556854001691397,4.2340384969230003E9,-99.56118458680368,38.042017420848346,38.042017420848346,11.607706133394196,100.60287244589566,42.008629879181306,-0.010044074948989155,9.499300699300699,0.0,-2.6171373480377174,,0.0,0.14187078978889878,10.12889438007146,4.652840687175683,-99.56118458680368,38.042017420848346,11.607706133394196,-0.046733480587698766,-0.1165886703896524,1.0,,14.587614818614643,2.650223974678791,0.693217773067898,,19.215191819789343,0.0,0.12230793744986208,,,Financial Services
TT,12454000000.0,-0.249709318087,,,0.305363738557893,0.146619559980729,,1826000000.0,,,0.0,18156000000.0,8495000000.0,6407000000.0,1274000000.0,4747000000.0,-0.271469895213,0.143270898039,-0.00981996726678,0.0121446775142,-0.0799687418599,2.31952662722,-0.0350272981061,0.00796484482285,51.891666666666666,6.6,7.358333333333333,7.358333333333333,3.440400144E10,21.71969787878788,19.481314518686297,19.481314518686297,5.369752058685813,17.889157415115005,18.496943057757644,0.04604115607780302,-0.952026286966046,0.0,1.1148989898989898,0.014736657911266497,0.32007575757575757,0.0,5.6557674841053585,2.7624860639152082,21.71969787878788,19.481314518686297,5.369752058685813,0.12718805203147582,0.2472295926330576,1.2298136645962734,,9.232023721275018,1.5917473490087597,0.6460123375192773,0.19485774605408665,13.704166666666667,0.32007575757575757,0.14180183073711258,,0.32007575757575757,Industrials
UEIC,614680000.0,-0.184208675248,,,0.286744322248975,0.109003058501985,,67002000.0,,,-17678000.0,510290000.0,324990000.0,313301000.0,27838000.0,0.0,0.035563415451,9.62909641873,-0.000708767453399,0,-0.139167458391,1.55691225546,0.287986129785,-0.0665216080534,44.24386381631037,2.77636219678975,5.2826603325415675,3.610307349024689,7.53556347786E8,19.53635662620554,10.267554335431655,15.02365221472148,2.4052152651475738,10.692268108205726,14.28293288779457,0.05118661678496528,-0.5545058356466971,,1.9027273670019704,,-0.0,0.17495119411726426,4.315603235228038,1.2259327581603434,19.53635662620554,10.267554335431655,2.4052152651475738,0.06275135029608903,0.1231148320624575,0.8785331966746385,,5.755053507728894,1.8207509330956493,0.38603343197005624,,4.113798315698554,-0.0,0.11939871152469578,-3.15881897219592,,Technology
VTR,3795357000.0,-0.0171965365069,,,1.0,0.408643508370886,,1550948000.0,,,0.0,23929404000.0,-4030376000.0,10180167000.0,21646866000.0,0.0,0.850275370154,0.00189881268229,0.0173269601985,-1.0,0.00861952047006,-0.247875077802,-0.104796380636,-0.999421710345,10.170393673779467,1.1822405989651024,3.8860272739209543,3.8860272739209543,1.719226439E10,38.96837922866825,11.855295074528886,11.855295074528884,1.6887998389417382,18.879528772080043,20.19145771961472,0.025661831972326944,7.7945250259841075,,3.287002051293675,,-0.0,0.03429400712502144,,4.529814821109055,38.96837922866825,11.855295074528886,1.6887998389417382,0.11624334680505681,0.0433376977018157,5.474506446289196,,,1.533922896598641E-7,0.5606375737565382,0.5428562537316328,5.359387100491188E-6,-0.0,0.3820921193974638,,,Real Estate
WETF,253699000.0,-0.0547832922881,,,1.0,0.229657980520223,,58264000.0,,,0.0,896692000.0,0.0,266265000.0,60149000.0,396843000.0,1.01124940542,-2.567204151,-0.128239218575,0.0290813922212,-0.372330884865,2.63346830095,0.276154621175,0.0975109918772,1.7428691159902174,-0.24494380478689787,0.20193866615371933,0.19869610618009947,7.7731176E8,-21.800918805216657,26.44367273345807,26.875212114925837,2.919316320207312,12.080989290127695,24.336575044082565,-0.045869626364587614,-1.2602121378552795,0.0,-0.8244285513953162,0.025875074886297877,-0.5641004066750807,0.04465528047016346,8.613104736038023,3.063913377664082,-21.800918805216657,26.44367273345807,2.919316320207312,-0.14054056184691308,-0.13390794884795224,1.0122934529555392,,33.47394115318644,1.9170664468438763,0.5552162838522035,,0.5601453656123767,-0.5641004066750807,0.1158656518157344,-62.277542372881356,-0.5641004066750807,Financial Services
WEYS,195375000.0,-0.357342333008,,,0.402088291746641,-0.022423544465771,,-4381000.0,,,-2063000.0,256719000.0,138955000.0,187925000.0,67717000.0,0.0,-0.366273535438,-1.41232227488,-0.020496332764,0.271601552715,3.25918823905,-1.71911133483,-0.03899039983,-0.301307925173,20.02203320352531,-0.8695429391268703,4.097253535560566,3.7521008403361344,1.6842308000000003E8,-19.849508544490277,4.212577974537906,4.600089585666294,0.8962249833710257,-31.031061401506513,3.71308223854915,-0.050379081061811715,7.412919424788861,0.0,-4.7119622863877435,0.06991915834813138,-1.3878609310548027,0.440977607165707,5.426329676433829,0.8620503134996803,-19.849508544490277,4.212577974537906,0.8962249833710257,-0.04342930262316059,-0.04515099108686976,1.202863623476042,,4.839368869513525,5.517806531115219,0.2679739325877711,,3.5551342488214797,-1.3878609310548027,0.20463723608445297,-11.8708432304038,-1.3878609310548025,Consumer Cyclical
WGO,2355533000.0,0.186263706933,0.0,0.436061457524,0.132848064535712,0.0676050813128069,0.0482960756653,159246000.0,113763000.0,-1844000.0,-1844000.0,1713700000.0,913610000.0,827466000.0,0.0,0.0,0.0186557811437,-0.478873239437,0.0546325777876,0.0125700945811,1.0219364486,4.27248159331,0.727594100078,0.397022442407,70.87293898182693,1.848658081598267,8.136779395835841,7.162624864604646,1.6604705267640002E9,27.02500775957814,6.140021324108655,6.975096412892711,2.006693358716854,11.80893414443063,7.899475868233239,0.03700276458368758,1.3818557451992515,3.0368383118443183,4.4014517756583444,0.008785461569396087,0.2374271670844048,0.07516812543063502,10.668271451734164,0.7049234830350499,27.02500775957814,6.140021324108655,2.006693358716854,0.026084117692259035,0.07425320194424907,0.7950980899632486,0.6792718194843667,13.464420246363142,2.3756117047837813,0.5171465250627297,,9.640540377903479,0.2374271670844048,0.11480798613307476,-8.352657750872533,0.23742716708440478,Consumer Cyclical
WIFI,237416000.0,-0.0999810455286,,,0.516527950938437,-0.0203398254540553,,-4829000.0,,,0.0,576479000.0,-158066000.0,81527000.0,19575000.0,0.0,0.407137119908,-0.652173913043,0.0120062760079,0,-0.332646490663,-1.1424087801,-0.259773651402,-0.168935532234,5.3423942394239425,-0.3846309630963096,1.6324932493249324,-0.7586408640864086,5.1283759999999994E8,-30.00278476569356,7.0689419418867505,-15.211413656047931,6.290401952727317,-134.45736177262373,-19.25890134662158,-0.03333023943642198,-28.257817353489337,0.0,-4.24431053647692,,0.0,0.5368677763924925,8.56602684370039,2.160080196785389,-30.00278476569356,7.0689419418867505,6.290401952727317,-0.07199599016073054,-0.20966060323573785,0.9721321731217654,,0.5663495577332277,0.5193346996475992,0.8578942164415356,0.6791475629193805,0.9153015301530153,0.0,0.30557333962327726,-0.6827275978242457,,Communication Services
WWD,2495665000.0,-0.139484317789,,,0.25654204390413,0.168515005018702,,420557000.0,,,-13346000.0,3903336000.0,2427905000.0,1992677000.0,0.0,0.0,-0.0951178938948,-0.0787589498807,-0.00448075909331,-0.0407962586257,-0.105264101094,1.38488977783,0.432016493932,-0.0546372084025,40.080058457931166,3.8607127370838485,5.612780445500827,4.856569290314292,4.953340036801001E9,20.60500441690135,14.17301171360922,16.379876049261917,2.4857716713752405,13.415660747059258,18.65732608299163,0.048531899327318044,1.6376139262929876,0.0,1.4538197549865846,0.007603758215703766,0.15667547161962603,0.08723526595115931,4.4025660385346805,1.9847776191119402,20.60500441690135,14.17301171360922,2.4857716713752405,0.09632502759785468,0.12063922050588229,0.8528244188150319,,2.5021330138407785,3.086327396184864,0.4894938585866039,0.29616235041467104,2.4053350892125844,0.15667547161962603,0.1400392280213891,-7.422239683989211,0.15667547161962603,Industrials
